ts,lp,votes,emissions,bribes,fees,chain_id,chain_name,chain_key,bribes_usd,fees_usd,total_incentives_usd
1769040000,0x7e0F65FAB1524dA9E2E5711D160541cf1199912E,8262.634268368198,7.7359040334613e-05,[],"[('0x4200000000000000000000000000000000000006', 35024528600243), ('0x9Bcef72be871e61ED4fBbc7630889beE758eb81D', 30859535727532)]",10,Optimism,op,0.0,0.21,0.21
1769040000,0x6dA98Bde0068d10DDD11b468b197eA97D96F96Bc,38524.500818859786,0.000360689809885589,[],"[('0x1F32b1c2345538c0c6f582fCB022739c4A194Ebb', 221783781374831), ('0x4200000000000000000000000000000000000006', 277646422715283)]",10,Optimism,op,0.0,1.61,1.61
1769040000,0x3DD9556a521d6e57bE480c94da102fedf0429aba,271847.2661563156,0.002545199461736742,[],"[('0x79AF5dd14e855823FA3E9ECAcdF001D99647d043', 12452251479725133), ('0x9485aca5bbBE1667AD97c7fE7C4531a624C8b1ED', 4342076418380111)]",10,Optimism,op,0.0,0.01,0.01
1769040000,0xd25711EdfBf747efCE181442Cc1D8F5F8fc8a0D3,2075506.867087413,0.019432107220263433,[],"[('0x4200000000000000000000000000000000000006', 34336024000941645), ('0x4200000000000000000000000000000000000042', 343620125190261065489)]",10,Optimism,op,0.0,202.56,202.56
1769040000,0x7e1357fa56C0eCfE69dAF22E08489aE8De56d86C,86140.51302089714,0.000806499879415545,[],"[('0x4200000000000000000000000000000000000042', 48088629742565326612), ('0xAF9fE3B5cCDAe78188B1F8b9a49Da7ae9510F151', 35379755934574411736)]",10,Optimism,op,0.0,20.24,20.24
1769040000,0xFF5318f81Dd791e92d51b8A54fA3538832D2890D,2666.7528459986497,2.4968092566575e-05,[],"[('0x484c2D6e3cDd945a8B2DF735e079178C1036578c', 383928859533), ('0x6806411765Af15Bddd26f8f544A34cC40cb9838B', 58405205781)]",10,Optimism,op,0.0,0.0,0.0
1769040000,0xa1055762336F92b4B8d2eDC032A0Ce45ead6280a,13138698.83032159,0.14023117601701063,[],"[('0x3E29D3A9316dAB217754d13b28646B76607c5f04', 40329758236762240), ('0x4200000000000000000000000000000000000006', 38003420245074026)]",10,Optimism,op,0.0,225.04,225.04
1769040000,0xaF03f51DE7a0E62BF061F6Fc3931cF79166B0a29,32322.240474664504,0.000302624479558146,[],"[('0x2E3D870790dC77A83DD1d18184Acc7439A53f475', 517555848536102804), ('0xCB8FA9a76b8e203D8C3797bF438d8FB81Ea3326A', 335243763863464517)]",10,Optimism,op,0.0,0.85,0.85
1769040000,0x56770b94279539416855fe29Ef14b26438B5e421,102301.15899408786,0.000957818348732597,[],"[('0x296F55F8Fb28E498B858d0BcDA06D955B2Cb3f97', 26194760031202169299), ('0x7F5c764cBc14f9669B88837ca1490cCa17c31607', 5423374)]",10,Optimism,op,0.0,10.03,10.03
1769040000,0xE54e4020d1C3afDB312095D90054103E68fe34B0,9155.412978044762,8.5719679296132e-05,[],"[('0xdFA46478F9e5EA86d57387849598dbFB2e964b02', 214456665078518886)]",10,Optimism,op,0.0,0.01,0.01
1769040000,0x0e88a5bfF34d39DA66bdD32B82dC89a32D7Bb6c9,2529358.0933449045,0.023681937283744188,[],"[('0x4200000000000000000000000000000000000006', 703159630899238), ('0xc5102fE9359FD9a28f877a67E36B0F050d81a3CC', 1492958068449304446220)]",10,Optimism,op,0.0,4.01,4.01
1769040000,0x615B9dd61f1F9a80f5bcD33A53Eb79c37b20adDC,49305.70094256236,0.000474748606300368,[],"[('0xa50B23cDfB2eC7c590e84f403256f67cE6dffB84', 26109409201905360699720)]",10,Optimism,op,0.0,2.25,2.25
1769040000,0x6d5BA400640226e24b50214d2bBb3D4Db8e6e15a,119141.38770169015,0.00111549996770858,[],"[('0x8c6f28f2F1A3C87F0f938b96d27520d9751ec8d9', 280858609210820038)]",10,Optimism,op,0.0,0.21,0.21
1769040000,0x7178F61694ba9109205B8d6F686282307625e62D,77675.02480872003,0.000727257667023641,[],"[('0x1F32b1c2345538c0c6f582fCB022739c4A194Ebb', 1461121092961258), ('0x4200000000000000000000000000000000000042', 17961999457617719740)]",10,Optimism,op,0.0,10.58,10.58
1769040000,0x3f42Dc59DC4dF5cD607163bC620168f7FF7aB970,9800.17656446038,9.1758248980337e-05,[],"[('0x4200000000000000000000000000000000000006', 489008916756056), ('0x6806411765Af15Bddd26f8f544A34cC40cb9838B', 514865119185921)]",10,Optimism,op,0.0,2.92,2.92
1769040000,0x1f8b46abe1EAbF5A60CbBB5Fb2e4a6A46fA0b6e6,20462.65521564497,0.000191590161639025,[],"[('0x2E3D870790dC77A83DD1d18184Acc7439A53f475', 134795528984872510), ('0x8aE125E8653821E851F12A49F7765db9a9ce7384', 14455798490253333)]",10,Optimism,op,0.0,0.15,0.15
1769040000,0xDFF90E4A6c229565f25337B1DB9fA12f6d8cB118,110111.44403611071,0.001158040097617721,[],"[('0x217D47011b23BB961eB6D93cA9945B7501a5BB11', 61461766482811018394), ('0x4200000000000000000000000000000000000006', 5380269839771797)]",10,Optimism,op,0.0,30.85,30.85
1769040000,0xe9581d0F1A628B038fC8B2a7F5A7d904f0e2f937,3795120.6779581625,0.03637690866805961,[],"[('0x4200000000000000000000000000000000000042', 498043813906394730629), ('0x9560e827aF36c94D2Ac33a39bCE1Fe78631088Db', 8417459878183684259814)]",10,Optimism,op,0.0,311.26,311.26
1769040000,0x60BE3FB22DDF30C17604b86eC005F6173B1170Aa,1080923.8052249027,0.010120600888792427,[],"[('0x4200000000000000000000000000000000000042', 82419911718070935842), ('0xCB8FA9a76b8e203D8C3797bF438d8FB81Ea3326A', 22994073844440981921)]",10,Optimism,op,0.0,47.22,47.22
1769040000,0xA5EDb0EF932f7c2f37B8FC75CB01948F6258a4f8,1118250.7067350307,0.010470193496719562,[],"[('0x3E29D3A9316dAB217754d13b28646B76607c5f04', 4022035937724875), ('0x4200000000000000000000000000000000000042', 38795581121950785923)]",10,Optimism,op,0.0,22.82,22.82
1769040000,0xC4270d957C218d263e7FAE5a3bEEDC1E98B6012D,55474.34954611029,0.000519406936525244,[],"[('0x1DB2466d9F5e10D7090E7152B68d62703a2245F0', 126707687507993798473), ('0x9560e827aF36c94D2Ac33a39bCE1Fe78631088Db', 6454631244578634503)]",10,Optimism,op,0.0,0.17,0.17
1769040000,0x62191C893DF8d26aC295BA1274a00975dc07190C,10236199.62258743,0.09553925256615621,"[('0x676f784d19c7F1Ac6C6BeaeaaC78B02a73427852', 2130000000000000000000000)]","[('0x4200000000000000000000000000000000000006', 6205706317420462), ('0x676f784d19c7F1Ac6C6BeaeaaC78B02a73427852', 95041144972413630176641)]",10,Optimism,op,641.13,46.81,687.94
1769040000,0x10df8a154C806f74C589466214b1C831c2315173,108691.35155699309,0.001017680743942314,[],"[('0x4200000000000000000000000000000000000006', 227436498443165), ('0xC26921B5b9ee80773774d36C84328ccb22c3a819', 6933561766596508404902172)]",10,Optimism,op,0.0,35.33,35.33
1769040000,0x0af32614EEa68B8D2232B9592FbdB6512ab6DA73,147258.08007879747,0.001618635262681386,[],"[('0x74ccbe53F77b08632ce0CB91D3A545bF6B8E0979', 509116283291296261766), ('0x9560e827aF36c94D2Ac33a39bCE1Fe78631088Db', 476598484022994499046)]",10,Optimism,op,0.0,16.8,16.8
1769040000,0x814e2d6E8f7477329BB6C196111A08464ABE11DD,214926.89533502664,0.002197231337947347,[],"[('0x4200000000000000000000000000000000000006', 2933852103727328), ('0x74ccbe53F77b08632ce0CB91D3A545bF6B8E0979', 1614456109816339646916)]",10,Optimism,op,0.0,32.5,32.5
1769040000,0xa8E4fA96327C5a93e159Bd781F3CCfD860519d82,869355.4339176591,0.008139865127444999,[],"[('0x4200000000000000000000000000000000000006', 397923226558299), ('0x9a2e53158e12BC09270Af10C16A466cb2b5D7836', 657308540731496488)]",10,Optimism,op,0.0,1.49,1.49
1769040000,0xB545592E38b603F4A904a5260A6ffC538BfcB424,61080.9344421996,0.00063587574289338,[],"[('0x00a35FD824c717879BF370E70AC6868b95870Dfb', 600185123570888545), ('0x4200000000000000000000000000000000000006', 16588623771176)]",10,Optimism,op,0.0,0.22,0.22
1769040000,0x88391365c225973032275DB256b9D15F845D2C72,3886100.1992733586,0.03638595936678568,[],"[('0x4200000000000000000000000000000000000006', 2775734783549405), ('0xc3864f98f2a61A7cAeb95b039D031b4E2f55e0e9', 371035023731348854065)]",10,Optimism,op,0.0,16.62,16.62
1769040000,0xa80ad5C1f8C21b34b427EA432530aE7fF36e3926,1470950.8143964785,0.013772801758633676,[],"[('0x9560e827aF36c94D2Ac33a39bCE1Fe78631088Db', 167732978270970697111), ('0xc38464250F51123078BBd7eA574E185F6623d037', 45904321257179522880)]",10,Optimism,op,0.0,4.06,4.06
1769040000,0xDB1FE6DA83698885104DA02A6e0b3b65c0B0dE80,1320822.7440241422,0.01236712311091305,[],"[('0x395Ae52bB17aef68C2888d941736A71dC6d4e125', 62529875974481210125), ('0x4200000000000000000000000000000000000006', 3388263286948398)]",10,Optimism,op,0.0,15.49,15.49
1769040000,0x4ffCFbF4c01746DAfc3fe0719Ab3A83814130f22,22951.138040483205,0.000214896019141405,[],"[('0x4200000000000000000000000000000000000006', 10849980100012), ('0xFdb794692724153d1488CcdBE0C56c252596735F', 80135616760401115)]",10,Optimism,op,0.0,0.08,0.08
1769040000,0xa08fB94A933eAEa787F8191a5a980C4403Dc015C,2129758.6428493336,0.019941349020385572,[],"[('0x9560e827aF36c94D2Ac33a39bCE1Fe78631088Db', 344482591438086125543), ('0xa50B23cDfB2eC7c590e84f403256f67cE6dffB84', 14115169902211613690148)]",10,Optimism,op,0.0,7.91,7.91
1769040000,0x6e57B9E54ea043a829584B22182ad22bF446926C,71726.03787110776,0.000686566113197462,[],"[('0x6c84a8f1c29108F47a79964b5Fe888D4f4D0dE40', 193025627201045)]",10,Optimism,op,0.0,17.1,17.1
1769040000,0xadBB23Bcc3C1B9810491897cb0690Cf645B858b1,33512.15586773884,0.000324977339380366,[],"[('0x4200000000000000000000000000000000000006', 725225791348732), ('0x6c84a8f1c29108F47a79964b5Fe888D4f4D0dE40', 19990837576687)]",10,Optimism,op,0.0,3.9,3.9
1769040000,0xe9b168fa9409EaFFa07679196c7568317baf80eD,32797.17387313844,0.000307089436238415,[],"[('0x2E3D870790dC77A83DD1d18184Acc7439A53f475', 657928245360341071), ('0x4200000000000000000000000000000000000042', 2397275130731200296)]",10,Optimism,op,0.0,1.36,1.36
1769040000,0x2fE304b407c7fAb2a3c10962F14dB751468a4f5b,63242.22664660703,0.000609261399714058,[],"[('0x4200000000000000000000000000000000000042', 15752786060199502697), ('0x6806411765Af15Bddd26f8f544A34cC40cb9838B', 1595067549034565)]",10,Optimism,op,0.0,9.28,9.28
1769040000,0x477Fa18B063B7728409570D274f7a055e3da0D6E,99514.60286338274,0.000931784043619536,[],"[('0x2dAD3a13ef0C6366220f989157009e501e7938F8', 219470751260289995491), ('0x7F5c764cBc14f9669B88837ca1490cCa17c31607', 3584760)]",10,Optimism,op,0.0,6.08,6.08
1769040000,0x439c8a3704bDF52fec25bc271D67BaA2Bd204104,25414.48113785634,0.000237963146309633,[],"[('0x2dAD3a13ef0C6366220f989157009e501e7938F8', 98251228529763356907), ('0x9560e827aF36c94D2Ac33a39bCE1Fe78631088Db', 97151180713137821439)]",10,Optimism,op,0.0,3.01,3.01
1769040000,0x92FB369363498d8bFEFc4EB705d8c91a51d22C45,65242.423422085434,0.000610889765008407,[],"[('0x9560e827aF36c94D2Ac33a39bCE1Fe78631088Db', 39183770450779181991), ('0xC26921B5b9ee80773774d36C84328ccb22c3a819', 3349936833176087895180477)]",10,Optimism,op,0.0,17.51,17.51
1769040000,0xf3C45b45223Df6071a478851B9C17e0630fDf535,356100.22177528415,0.003784013053465859,[],"[('0x1e925De1c68ef83bD98eE3E130eF14a50309C01B', 601850678287703076699), ('0x4200000000000000000000000000000000000006', 38556334034404026)]",10,Optimism,op,0.0,283.06,283.06
1769040000,0x2E931De1fcB2681Dc98601e0b513308DA9C5cEae,65021.43152202441,0.000608820533321171,[],"[('0x1F514A61bcde34F94Bc39731235690ab9da737F7', 84471535571518960797), ('0x7F5c764cBc14f9669B88837ca1490cCa17c31607', 3644924)]",10,Optimism,op,0.0,7.44,7.44
1769040000,0xF2D42c46528116362Aca448837A0236459B53C63,4841827.5203621555,0.04522961354674971,[],"[('0x1F514A61bcde34F94Bc39731235690ab9da737F7', 905200025228255251447), ('0x4200000000000000000000000000000000000042', 155520851475594871939)]",10,Optimism,op,0.0,86.71,86.71
1769040000,0x7c9a7243F6A359781996822A141A28DC48AA258b,35572.09726498336,0.000333079559556058,[],"[('0x1F32b1c2345538c0c6f582fCB022739c4A194Ebb', 263586538370303), ('0xBC7B1Ff1c6989f006a1185318eD4E7b5796e66E1', 536007489532594661)]",10,Optimism,op,0.0,2.04,2.04
1769040000,0xF6fFB55bFb4f149B725211E7eF1CC9F3A67c5b01,1113458.9349435153,0.01074607678727495,[],"[('0x33bCa143d9b41322479E8d26072a00a352404721', 4306796305622550159), ('0x4200000000000000000000000000000000000042', 3012564422619864593)]",10,Optimism,op,0.0,2.16,2.16
1769040000,0xe148D6Ae042De77c1f9fe0d6c495EbfD7b705B4c,18914950.045854792,0.17652576553071261,[],"[('0x7F5c764cBc14f9669B88837ca1490cCa17c31607', 15787635), ('0x9dAbAE7274D28A45F0B65Bf8ED201A5731492ca0', 7184021547996822335)]",10,Optimism,op,0.0,22.92,22.92
1769040000,0x71aa84275c7704D96c9cb29aAB38AC37eC320e3c,574974.8142292867,0.00538378033919971,[],"[('0x74ccbe53F77b08632ce0CB91D3A545bF6B8E0979', 157097254081624155556), ('0xc38464250F51123078BBd7eA574E185F6623d037', 2335759183714631939)]",10,Optimism,op,0.0,2.37,2.37
1769040000,0xF4F2657AE744354bAcA871E56775e5083F7276Ab,76492.64423347573,0.000716056984139464,[],"[('0x0b2C639c533813f4Aa9D7837CAf62653d097Ff85', 5005300), ('0x4200000000000000000000000000000000000006', 1832876594930585)]",10,Optimism,op,0.0,10.38,10.38
1769040000,0x67F56Ac099F11aD5F65E2ec804f75F2cEa6ab8C5,26433.695519299494,0.01626635674050476,[],"[('0x0b2C639c533813f4Aa9D7837CAf62653d097Ff85', 24353370), ('0x4200000000000000000000000000000000000042', 86001103013596426484)]",10,Optimism,op,0.0,49.83,49.83
1769040000,0x36E3c209B373b861c185ecdBb8b2EbDD98587BDb,47233.02194006075,0.000434620624154176,[],"[('0x0b2C639c533813f4Aa9D7837CAf62653d097Ff85', 1006525), ('0x7F5c764cBc14f9669B88837ca1490cCa17c31607', 942040)]",10,Optimism,op,0.0,1.95,1.95
1769040000,0x69A9B0f791507C50B413d24aBB761acB5ac52728,18994079.947427925,0.17828663779953105,[],"[('0x259c1C2ED264402b5ed2f02bc7dC25A15C680c18', 16171193011313802930434), ('0x4200000000000000000000000000000000000006', 27659514668708508)]",10,Optimism,op,0.0,128.28,128.28
1769040000,0x4Bf95008601e5cd3ac393bE4025D0d70054B7e22,233786.31848205964,0.002188502277870925,[],"[('0x259c1C2ED264402b5ed2f02bc7dC25A15C680c18', 343522756859096818884), ('0xc38464250F51123078BBd7eA574E185F6623d037', 97942915816668896509)]",10,Optimism,op,0.0,2.71,2.71
1769040000,0x04E9e8dD950aBAA1838703B487e417199d3c1e60,39580.561976628094,0.000370616522172619,[],"[('0x6806411765Af15Bddd26f8f544A34cC40cb9838B', 72722611146610), ('0xc38464250F51123078BBd7eA574E185F6623d037', 11496787053106513341)]",10,Optimism,op,0.0,0.41,0.41
1769040000,0x686Fc12C001869F4f11f80FF149D8de3e04C78a0,675321.073071433,0.006323435922900903,[],"[('0x0b2C639c533813f4Aa9D7837CAf62653d097Ff85', 911476), ('0xa50B23cDfB2eC7c590e84f403256f67cE6dffB84', 48163890253017570160021)]",10,Optimism,op,0.0,5.05,5.05
1769040000,0xAE6c9B2A2777D0396cbE7E13Fc9ACEAC0D052e00,1163995.1180483894,0.013063241047065167,"[('0x676f784d19c7F1Ac6C6BeaeaaC78B02a73427852', 620000000000000000000000)]","[('0x676f784d19c7F1Ac6C6BeaeaaC78B02a73427852', 27111628437317961751375), ('0xc38464250F51123078BBd7eA574E185F6623d037', 291924124193688055227)]",10,Optimism,op,186.62,13.26,199.88
1769040000,0x0335dD21957F543eD0f79fA88628faa0c65F189d,87517.28300706088,0.000819476769360336,[],[],10,Optimism,op,0.0,0.0,0.0
1769040000,0x6Ed6Df1C23C51cb7Cc67a348cC8d9E6108EA3BFE,38443246.37082968,0.4210796122488486,[],"[('0x4200000000000000000000000000000000000006', 183417369868738556), ('0xc55E93C62874D8100dBd2DfE307EDc1036ad5434', 2536646957293893287)]",10,Optimism,op,0.0,1087.38,1087.38
1769040000,0xbC26519f936A90E78fe2C9aA2A03CC208f041234,15083543.979506489,0.14120079811087213,[],"[('0x0b2C639c533813f4Aa9D7837CAf62653d097Ff85', 14569416), ('0x8c6f28f2F1A3C87F0f938b96d27520d9751ec8d9', 35949392248175359275)]",10,Optimism,op,0.0,41.93,41.93
1769040000,0xf8Bfd2C99409cfa2AbfB94448ab967288010399e,241.44989487549836,2.260241952384e-06,[],"[('0x1DB2466d9F5e10D7090E7152B68d62703a2245F0', 17279257694599931469)]",10,Optimism,op,0.0,0.01,0.01
1769040000,0xCa72114b86Ac6d7Ab8D583c0E94C9A7DE7540610,43233.06993650804,0.000454195478974657,[],"[('0x1F32b1c2345538c0c6f582fCB022739c4A194Ebb', 294626837609401), ('0x9560e827aF36c94D2Ac33a39bCE1Fe78631088Db', 76318998478230260725)]",10,Optimism,op,0.0,2.54,2.54
1769040000,0x8F0364Cd47Fb819953D9096Bda1ec8017829aAa2,93836.80486984263,0.000901846446690487,[],"[('0x1F32b1c2345538c0c6f582fCB022739c4A194Ebb', 2042947442226498), ('0x8700dAec35aF8Ff88c16BdF0418774CB3D7599B4', 18483522310330534711)]",10,Optimism,op,0.0,14.99,14.99
1769040000,0x894d6Ea97767EbeCEfE01c9410f6Bd67935AA952,426850.26476179,0.004273857827059131,[],"[('0x0b2C639c533813f4Aa9D7837CAf62653d097Ff85', 38176986), ('0x8700dAec35aF8Ff88c16BdF0418774CB3D7599B4', 91052795693279386664)]",10,Optimism,op,0.0,75.79,75.79
1769040000,0x0a8f0D4b3dE04AfADe29ca0C84743177c4BcEbb6,62004.678927451474,0.000580439129995155,[],"[('0x3Eb398fEc5F7327C6b15099a9681d9568ded2e82', 175508371446915779481), ('0x4200000000000000000000000000000000000006', 71745687258400)]",10,Optimism,op,0.0,0.5,0.5
1769040000,0xa0A215dE234276CAc1b844fD58901351a50fec8A,17775272.0639958,0.16347474754944577,[],"[('0x0b2C639c533813f4Aa9D7837CAf62653d097Ff85', 944017579), ('0x9560e827aF36c94D2Ac33a39bCE1Fe78631088Db', 63502267150515201105150)]",10,Optimism,op,0.0,2178.29,2178.29
1769040000,0x8E0175af4a695958E665E71964A8CfEC00085215,265008.5373982483,0.002480801893494303,[],"[('0x4200000000000000000000000000000000000042', 5969614696047138356), ('0xc5b001DC33727F8F26880B184090D3E252470D45', 1774578545601132492)]",10,Optimism,op,0.0,3.47,3.47
1769040000,0xE25F3642Bd1FCeD37D35D0b38019B2A2F58ca1dc,17777.195850880806,0.000166416152327987,[],[],10,Optimism,op,0.0,0.0,0.0
1769040000,0x707ba27189e8Bf89e43b2198E6b88AAC4720124f,17494727.926232543,0.16431594880213277,[],"[('0x0b2C639c533813f4Aa9D7837CAf62653d097Ff85', 31794766), ('0x1F514A61bcde34F94Bc39731235690ab9da737F7', 3049548841455527493627)]",10,Optimism,op,0.0,168.64,168.64
1769040000,0x605cCE502dEe6BD201b493782e351e645D44abBB,26304.988416733926,0.000246249094950237,[],"[('0x0b2C639c533813f4Aa9D7837CAf62653d097Ff85', 984392), ('0xc5b001DC33727F8F26880B184090D3E252470D45', 1166122040863084738)]",10,Optimism,op,0.0,2.1,2.1
1769040000,0x2F748Ee75538CcEe11Ec5F523084E810023D8c21,111164.03081092505,0.001079141709749297,[],"[('0x0b2C639c533813f4Aa9D7837CAf62653d097Ff85', 11294939), ('0xbfD291DA8A403DAAF7e5E9DC1ec0aCEaCd4848B9', 13549758497467067289)]",10,Optimism,op,0.0,23.7,23.7
1769040000,0xf117719d5460ED6090814213433cB8D4e07bd583,1327433.2272058618,0.012430098547025497,[],"[('0x0b2C639c533813f4Aa9D7837CAf62653d097Ff85', 26603421), ('0x2dAD3a13ef0C6366220f989157009e501e7938F8', 1682562447022390318025)]",10,Optimism,op,0.0,45.75,45.75
1769040000,0xA56a25Dee5B3199A9198Bbd48715EE3D0ed98378,117417.77471359004,0.001099183937898972,[],[],10,Optimism,op,0.0,0.0,0.0
1769040000,0x38133C2775Ed3F8C698d5741a24bA833f8724e7A,2756793.666279279,0.025807450264231833,[],"[('0x0b2C639c533813f4Aa9D7837CAf62653d097Ff85', 30335041), ('0x1F32b1c2345538c0c6f582fCB022739c4A194Ebb', 11060876709422876)]",10,Optimism,op,0.0,70.09,70.09
1769040000,0xE896AC7E63E321ead1DF79160e2C44061EFD66B2,178144.51242317856,0.001664649710697197,[],"[('0x66E535e8D2ebf13F49F3D49e5c50395a97C137b1', 684549127091978799)]",10,Optimism,op,0.0,0.02,0.02
1769040000,0x4F3da11c5caDf644ae023Dbad01008a934C993E2,29959.885322277594,0.000280466492590396,[],"[('0x0b2C639c533813f4Aa9D7837CAf62653d097Ff85', 5138707), ('0xc40F949F8a4e094D1b49a23ea9241D289B7b2819', 6021948795104893282)]",10,Optimism,op,0.0,11.13,11.13
1769040000,0x112d7a717a617C25a91b1C261708CCe6831474B4,0.0,0.0,[],[],10,Optimism,op,0.0,0.0,0.0
